rmsd	tmscore
2.56	0.664
2.48	0.67861
2.54	0.68637
2.46	0.68251
2.31	0.70269
2.34	0.68943
2.34	0.70023
2.39	0.70684
3.03	0.60287
2.66	0.6612
2.8	0.63877
2.58	0.65355
2.4	0.70283
2.59	0.6887
2.35	0.69653
2.6	0.67615
2.52	0.67932
2.35	0.68597
2.75	0.6471
2.66	0.65574
2.55	0.6947
2.6	0.67899
2.34	0.69189
2.25	0.70409
2.12	0.72111
2.48	0.68796
2.78	0.65273
2.25	0.7003
2.25	0.70126
2.17	0.72575
2.51	0.67989
2.74	0.64881
2.42	0.70142
2.51	0.68199
2.62	0.66958
2.38	0.70219
2.2	0.73158
2.23	0.71439
2.05	0.73243
2.07	0.73336
2.39	0.69649
2.4	0.71364
2.75	0.668
2.32	0.70459
2.25	0.70045
2.37	0.70959
2.09	0.722
2.14	0.72105
2.14	0.71192
2.1	0.72648
2.13	0.73766
2.54	0.69542
2.02	0.73821
2.03	0.73303
2.19	0.72325
2.18	0.72039
2.25	0.70916
2.25	0.70536
2.5	0.70167
2.16	0.71714
2.71	0.68127
1.94	0.73601
2.24	0.72699
2.38	0.69735
2.19	0.71451
2.27	0.69756
2.21	0.69935
2.18	0.71609
2.13	0.71958
2.32	0.68788
2.05	0.72566
2.22	0.71421
2.38	0.69632
2.1	0.72303
2.59	0.71058
1.99	0.73616
1.96	0.73978
2.0	0.7333
2.03	0.73217
2.17	0.72096
2.14	0.72731
2.53	0.6911
2.45	0.71962
2.0	0.73184
2.12	0.72812
2.07	0.72965
2.13	0.73286
2.57	0.72227
2.11	0.72695
2.09	0.72824
1.96	0.74391
2.34	0.73258
2.47	0.68373
2.15	0.74144
2.08	0.72039
2.26	0.69993
2.0	0.73026
1.71	0.76309
1.76	0.75821
2.01	0.75379
1.71	0.7633
2.0	0.74483
2.08	0.74565
2.47	0.70051
1.95	0.75137
2.03	0.72503
2.05	0.74889
1.84	0.75433
2.0	0.72373
1.79	0.75818
1.8	0.76656
1.96	0.76019
2.0	0.73973
1.72	0.76277
1.81	0.76317
2.03	0.74515
1.95	0.75773
2.04	0.73754
1.86	0.75582
2.27	0.71607
2.04	0.73909
2.45	0.72437
1.76	0.75774
1.99	0.75704
2.06	0.7275
1.93	0.74115
2.03	0.71754
2.05	0.72002
1.98	0.73677
2.17	0.72725
2.08	0.72762
1.85	0.75655
2.11	0.73347
1.82	0.74343
1.94	0.74771
2.17	0.73262
1.94	0.74567
1.78	0.76302
1.89	0.75356
1.82	0.76006
1.93	0.75638
1.95	0.75174
2.3	0.71046
2.0	0.75139
1.81	0.75446
2.02	0.74132
1.79	0.74959
1.99	0.75292
2.18	0.75393
2.06	0.73455
1.92	0.7483
1.91	0.75079
1.84	0.75998
2.22	0.71586
2.02	0.75394
1.82	0.75379
2.19	0.7228
1.78	0.75991
2.44	0.67172
2.86	0.63939
2.58	0.66442
2.72	0.6508
2.77	0.64885
2.83	0.64978
2.16	0.6998
3.03	0.62086
2.74	0.66182
2.64	0.65131
2.9	0.63566
2.55	0.69669
2.84	0.64338
2.92	0.64574
2.53	0.65737
2.78	0.63769
2.44	0.66582
2.77	0.66199
2.68	0.65969
2.98	0.64033
2.46	0.67642
3.02	0.63383
2.79	0.68416
2.69	0.67283
2.92	0.61763
2.75	0.64879
2.54	0.66119
2.54	0.67456
2.58	0.66751
2.6	0.68672
2.6	0.67381
2.47	0.68079
2.57	0.6882
3.2	0.59556
2.82	0.65033
2.92	0.63053
2.78	0.63685
2.65	0.68368
2.64	0.6779
2.44	0.6804
2.76	0.65899
2.69	0.66609
2.6	0.66409
2.76	0.63604
2.78	0.64664
2.59	0.6794
2.47	0.66172
2.59	0.67424
2.52	0.68102
2.38	0.69468
2.46	0.67696
2.67	0.63852
2.43	0.68117
2.55	0.68486
2.34	0.70141
2.94	0.66408
2.92	0.63939
2.5	0.67953
2.69	0.66889
2.45	0.65443
2.57	0.68138
1.99	0.75879
1.81	0.76837
1.9	0.75459
1.85	0.75878
1.86	0.75973
2.05	0.75977
2.25	0.72287
1.85	0.75961
1.92	0.74432
1.94	0.75899
1.85	0.75361
2.13	0.73511
1.7	0.77112
1.86	0.75638
1.95	0.75362
2.05	0.75553
1.82	0.76576
1.73	0.77196
1.94	0.75046
1.95	0.75057
1.94	0.7479
1.82	0.76145
2.23	0.73062
1.91	0.75156
2.11	0.75167
1.9	0.74238
1.94	0.76092
1.98	0.73813
1.85	0.75531
1.98	0.72563
1.89	0.74421
1.91	0.74809
2.06	0.73012
2.2	0.73198
1.82	0.75782
1.95	0.73997
1.85	0.7573
1.87	0.75467
2.21	0.74637
1.88	0.75496
1.88	0.74871
1.78	0.76557
1.85	0.75602
1.87	0.75361
1.83	0.75556
2.33	0.72341
1.86	0.7658
1.79	0.76034
2.02	0.74111
1.89	0.75299
1.9	0.75508
2.26	0.75386
2.01	0.74468
1.86	0.75876
1.93	0.75001
2.11	0.7595
1.95	0.74133
1.94	0.75403
1.71	0.76969
1.97	0.74904
1.74	0.7683
2.1	0.7461
2.27	0.72101
2.21	0.7239
2.23	0.7227
2.27	0.70716
2.37	0.70645
2.62	0.67329
2.34	0.69288
2.25	0.70167
2.15	0.71931
2.3	0.70343
2.14	0.73208
2.27	0.70642
2.23	0.72178
2.15	0.73144
2.29	0.69638
2.19	0.7299
2.22	0.72117
2.04	0.72299
2.37	0.70827
2.22	0.72637
2.31	0.70886
2.25	0.72211
2.16	0.72403
2.63	0.67711
2.1	0.71532
2.06	0.72956
2.27	0.72019
2.15	0.7205
2.16	0.71271
2.16	0.70818
2.07	0.72784
2.18	0.72637
2.7	0.66146
2.26	0.71194
2.39	0.69062
2.32	0.70289
2.08	0.7318
2.29	0.71648
2.17	0.72545
2.14	0.72715
2.18	0.72226
2.14	0.72949
2.29	0.70502
2.26	0.70859
2.3	0.70924
2.06	0.7255
2.22	0.72981
2.16	0.73603
2.0	0.75063
2.15	0.72895
2.42	0.71123
2.2	0.72802
2.14	0.73565
1.92	0.7506
2.13	0.72233
2.45	0.68562
2.06	0.74122
2.17	0.72111
2.3	0.70638
2.09	0.73421
2.11	0.73174
2.16	0.72653
2.15	0.74311
2.11	0.74079
2.31	0.71704
2.47	0.73289
2.54	0.69533
2.2	0.72472
2.2	0.72038
2.53	0.72277
2.09	0.73408
2.08	0.72626
2.05	0.73538
2.12	0.734
2.21	0.737
2.44	0.71737
2.07	0.74786
2.08	0.74216
2.11	0.73143
2.12	0.73071
2.33	0.71726
2.22	0.72059
2.67	0.70396
2.21	0.72765
2.51	0.71103
1.99	0.73634
2.06	0.73449
2.36	0.70814
2.18	0.72855
2.31	0.70232
2.19	0.71492
2.16	0.72614
2.22	0.71971
2.28	0.7062
2.07	0.73918
2.15	0.73409
2.12	0.71939
2.21	0.7274
2.55	0.72275
2.03	0.74481
2.02	0.74023
2.01	0.74574
2.09	0.73721
2.14	0.73655
2.09	0.7417
2.51	0.69996
2.46	0.73275
1.95	0.74711
2.24	0.72671
2.17	0.72795
2.07	0.75017
2.46	0.73042
1.93	0.7324
2.15	0.73612
2.05	0.74058
2.32	0.74072
2.41	0.70927
2.14	0.74557
2.08	0.73574
2.25	0.7205
2.03	0.74304
2.31	0.7196
2.49	0.69501
2.28	0.71307
2.31	0.71103
2.61	0.68404
2.53	0.69501
2.84	0.65443
2.52	0.67781
2.55	0.68783
2.53	0.69515
2.37	0.69493
2.26	0.71793
2.42	0.68904
2.28	0.70562
2.41	0.72111
2.55	0.68078
2.25	0.71902
2.32	0.71502
2.25	0.71036
2.32	0.69924
2.41	0.70418
2.5	0.68535
2.5	0.70257
2.29	0.70934
2.74	0.65911
2.2	0.70954
2.41	0.70954
2.53	0.69256
2.53	0.69971
2.45	0.69792
2.39	0.6927
2.38	0.71053
2.28	0.71461
2.63	0.65745
2.32	0.70386
2.46	0.69028
2.52	0.67666
2.36	0.71541
2.58	0.70143
2.23	0.72065
2.2	0.71984
2.22	0.71548
2.25	0.71706
2.43	0.68966
2.43	0.70056
2.62	0.6882
2.5	0.7069
2.29	0.71702
2.17	0.72309
2.21	0.72482
2.29	0.71484
2.52	0.69932
2.28	0.71648
2.27	0.71828
2.11	0.73776
2.44	0.7144
2.63	0.66657
2.27	0.72329
2.32	0.70432
2.5	0.68464
2.25	0.71535
1.83	0.75496
1.74	0.76846
1.89	0.75113
1.77	0.76479
1.88	0.75175
2.07	0.75071
2.6	0.70649
1.87	0.75726
2.19	0.72935
2.03	0.75156
1.97	0.76154
2.09	0.72137
1.91	0.76887
1.73	0.76746
1.89	0.75769
2.09	0.74608
1.78	0.76414
1.73	0.76832
1.79	0.75238
1.86	0.75589
1.93	0.74331
1.7	0.77109
2.27	0.71949
1.92	0.74151
2.27	0.73638
2.0	0.75331
2.01	0.75719
2.02	0.72736
2.09	0.74429
2.23	0.71296
2.01	0.72458
1.97	0.73432
2.07	0.72107
2.1	0.74297
1.97	0.76314
1.9	0.74334
1.82	0.75183
1.88	0.74585
2.18	0.73442
1.93	0.74298
1.73	0.76258
1.77	0.75988
1.72	0.76431
2.05	0.75623
2.08	0.75058
2.34	0.70753
2.01	0.75255
2.03	0.75174
1.96	0.73933
1.91	0.74163
2.22	0.74107
2.29	0.75511
2.06	0.7302
1.88	0.74916
1.91	0.74438
2.06	0.76298
2.2	0.72464
2.02	0.74523
1.86	0.76145
2.06	0.72899
1.75	0.76082
1.97	0.74499
2.21	0.71327
2.09	0.72213
2.2	0.70987
2.28	0.72659
2.17	0.72223
2.53	0.69792
2.52	0.68392
2.12	0.72551
1.96	0.72463
2.47	0.6916
1.93	0.74324
2.2	0.7136
2.19	0.70952
2.3	0.71642
2.35	0.70755
1.99	0.72571
2.12	0.7334
2.19	0.71372
2.46	0.70317
2.12	0.74836
2.34	0.70623
2.01	0.74589
2.22	0.73446
2.44	0.68947
2.3	0.6958
1.9	0.72673
1.99	0.74035
2.1	0.73303
2.01	0.74357
2.02	0.7395
2.04	0.74677
1.97	0.73853
2.71	0.6493
2.3	0.70692
2.51	0.67398
2.1	0.71759
2.1	0.74829
2.26	0.73824
2.09	0.73844
2.3	0.7053
2.2	0.72297
2.0	0.72921
2.46	0.69468
2.33	0.69749
2.24	0.74227
2.11	0.72935
2.05	0.73459
1.99	0.73816
1.82	0.76103
2.28	0.72813
2.28	0.70169
1.75	0.73982
1.92	0.74656
2.01	0.75026
2.15	0.72739
2.16	0.70979
2.08	0.73717
2.02	0.73936
2.07	0.72397
2.03	0.75464
2.1	0.73398
2.15	0.74625
2.17	0.73561
2.1	0.74999
2.35	0.72981
2.5	0.7341
2.61	0.69087
2.37	0.74444
2.24	0.71183
2.27	0.72842
2.02	0.74793
2.27	0.70182
1.94	0.75248
2.09	0.74957
2.25	0.74155
2.3	0.72942
2.14	0.74677
2.04	0.74821
2.28	0.73335
2.23	0.74093
2.35	0.71509
2.12	0.74547
2.76	0.69713
2.31	0.7228
2.52	0.72423
2.03	0.74161
2.08	0.7394
2.4	0.70134
2.19	0.72274
2.42	0.68889
2.28	0.70157
2.27	0.71452
2.37	0.70239
2.2	0.72784
2.03	0.74798
2.23	0.73561
2.06	0.73224
2.29	0.72156
2.48	0.71189
2.2	0.72769
2.06	0.74858
2.09	0.74356
2.09	0.74722
2.12	0.74721
2.1	0.74402
2.65	0.68479
2.37	0.73339
2.06	0.73735
2.35	0.71825
2.28	0.71905
2.2	0.73676
1.96	0.73694
2.14	0.71362
2.24	0.72724
2.24	0.72298
2.34	0.74656
2.23	0.70459
2.27	0.73318
2.04	0.74126
2.42	0.71071
2.07	0.73892
1.89	0.75189
2.11	0.74342
2.13	0.73571
2.17	0.73113
1.93	0.74289
2.22	0.74432
2.34	0.7153
2.24	0.72471
2.03	0.73837
2.11	0.74734
2.15	0.72245
2.09	0.74251
1.97	0.74627
2.18	0.72882
2.05	0.73236
2.19	0.72971
2.1	0.74427
1.94	0.75498
2.02	0.73347
2.27	0.72377
2.07	0.7483
2.12	0.73561
2.2	0.74879
2.1	0.74632
2.24	0.72692
2.16	0.71409
1.98	0.74851
2.09	0.74325
1.94	0.75331
2.11	0.72952
1.97	0.74577
2.04	0.74807
2.18	0.7266
2.37	0.69151
2.11	0.73096
2.28	0.70759
2.1	0.73938
2.03	0.75128
2.16	0.74047
1.99	0.75032
2.18	0.7237
2.04	0.74452
2.05	0.74189
2.01	0.72372
2.12	0.72721
2.22	0.7303
2.11	0.75368
1.96	0.74719
2.18	0.73606
1.8	0.75831
2.05	0.74641
2.16	0.72862
2.1	0.74252
2.02	0.75331
2.03	0.74866
2.13	0.74098
1.98	0.73168
2.11	0.74659
1.9	0.759
2.07	0.74497
1.89	0.76037
2.52	0.68565
2.65	0.66882
2.58	0.6675
2.48	0.6838
2.97	0.63907
2.89	0.64771
2.43	0.65611
2.86	0.64617
2.92	0.63129
2.65	0.65258
2.69	0.67112
2.69	0.65053
2.77	0.65475
2.47	0.68143
2.68	0.6941
2.91	0.64054
2.52	0.67454
2.68	0.66768
2.59	0.66972
2.71	0.66918
2.88	0.65063
2.65	0.65883
2.94	0.64517
2.81	0.65461
2.95	0.60878
2.43	0.68956
2.48	0.66985
2.84	0.63969
2.82	0.64788
1.73	0.71454
2.06	0.67678
2.79	0.65335
2.64	0.6634
2.85	0.63594
2.72	0.66766
2.75	0.6599
2.8	0.63615
2.73	0.66258
2.2	0.68352
2.67	0.66476
2.3	0.70237
2.57	0.66573
2.41	0.69037
2.69	0.66665
2.71	0.66602
2.14	0.69314
2.73	0.65493
2.61	0.66688
2.55	0.67769
2.54	0.67583
2.56	0.66817
2.38	0.66071
2.48	0.65709
2.61	0.66552
2.5	0.69401
2.63	0.67797
2.97	0.61181
2.69	0.68084
2.63	0.65508
3.04	0.62533
2.7	0.66916
2.11	0.74285
2.27	0.72068
2.15	0.73182
2.19	0.73082
2.23	0.71467
2.23	0.71838
2.67	0.677
2.39	0.69418
2.18	0.71175
2.29	0.71741
2.17	0.71464
2.09	0.73668
2.14	0.7146
2.21	0.72669
2.13	0.73641
2.28	0.70514
2.14	0.73686
2.09	0.72891
2.12	0.73204
2.22	0.71554
2.08	0.73259
2.2	0.71074
2.16	0.72718
2.08	0.73139
2.72	0.6834
2.05	0.72395
1.84	0.72952
2.19	0.71768
2.12	0.72267
2.06	0.72239
2.07	0.72068
2.03	0.73351
2.0	0.73595
2.61	0.67489
2.1	0.724
2.32	0.70264
2.28	0.71087
2.01	0.73848
2.26	0.72346
2.01	0.73743
1.97	0.73751
2.03	0.73473
1.93	0.74245
2.26	0.71062
2.22	0.71634
2.29	0.71483
2.19	0.72559
1.96	0.7389
1.99	0.74361
2.04	0.74905
1.98	0.73137
2.26	0.71189
1.85	0.73421
1.98	0.74273
1.86	0.75943
2.17	0.73508
2.39	0.69329
2.12	0.74482
2.01	0.72985
2.26	0.71086
1.95	0.74179
1.9	0.75401
1.99	0.73374
2.17	0.73388
2.09	0.74356
2.09	0.7157
2.21	0.72152
2.75	0.66963
2.3	0.71391
2.32	0.70454
2.15	0.72325
2.13	0.73055
2.24	0.71736
2.13	0.72974
1.85	0.74554
1.97	0.74969
2.25	0.70935
2.12	0.74194
2.09	0.74068
2.02	0.72757
2.16	0.73565
2.18	0.73032
2.17	0.73095
2.16	0.71826
2.2	0.72674
2.45	0.68186
1.99	0.74257
2.07	0.73832
2.08	0.71597
2.19	0.72223
2.22	0.71604
2.29	0.70527
1.99	0.72534
2.19	0.72567
2.38	0.69561
2.11	0.73274
2.39	0.69947
2.18	0.71082
2.09	0.7393
2.28	0.7144
2.14	0.73272
1.97	0.75419
2.14	0.73267
1.74	0.75764
2.24	0.72227
2.2	0.72329
2.25	0.70359
2.07	0.72523
2.05	0.73941
1.9	0.74156
1.9	0.74083
2.24	0.72369
2.21	0.73059
2.25	0.72476
2.13	0.73733
1.8	0.7537
1.99	0.74845
2.49	0.6815
2.19	0.7387
2.07	0.73426
2.43	0.69721
2.05	0.74415
2.1	0.74557
2.05	0.73843
1.95	0.74625
1.96	0.7457
2.11	0.73369
2.08	0.73756
2.55	0.69783
2.15	0.72573
2.04	0.72833
2.17	0.73491
1.98	0.73674
1.97	0.7403
1.91	0.74368
1.98	0.74202
2.06	0.74727
2.14	0.72427
1.91	0.75421
1.89	0.75257
2.0	0.74616
2.08	0.73349
2.02	0.73808
2.03	0.73502
2.33	0.72857
1.98	0.74369
2.51	0.71917
1.92	0.73706
2.08	0.74804
2.12	0.7243
1.98	0.73735
2.02	0.72125
1.99	0.73038
2.0	0.73916
2.07	0.72805
2.18	0.70746
1.91	0.7451
2.07	0.72518
2.17	0.73106
1.96	0.74426
2.18	0.73424
1.9	0.74974
1.9	0.74719
1.86	0.7542
1.9	0.75061
2.02	0.73347
2.0	0.73548
2.29	0.71515
2.06	0.74402
1.85	0.75252
2.01	0.74201
1.94	0.7481
2.01	0.74287
2.44	0.73818
2.02	0.7415
1.94	0.74954
1.91	0.75228
2.29	0.7492
2.15	0.71581
2.09	0.74976
1.86	0.74882
2.12	0.73054
1.85	0.75334
2.0	0.7351
2.38	0.70971
2.24	0.72115
2.25	0.72072
2.38	0.69881
2.25	0.70319
2.7	0.66894
2.42	0.68661
2.28	0.70006
2.27	0.70727
2.25	0.70287
2.27	0.72069
2.22	0.70236
2.28	0.7161
2.26	0.72486
2.34	0.69429
2.02	0.72705
2.21	0.71823
2.02	0.71639
2.32	0.70757
2.29	0.71752
2.39	0.7006
2.42	0.70939
2.24	0.71692
2.69	0.66564
2.1	0.71313
2.17	0.71836
2.3	0.70956
2.22	0.71278
2.19	0.71209
2.21	0.7047
2.16	0.72202
2.2	0.7282
2.57	0.66005
2.28	0.7106
2.34	0.68849
2.24	0.69248
2.14	0.72849
2.26	0.71208
2.16	0.72093
2.17	0.72648
2.17	0.71857
2.11	0.72598
2.32	0.70199
2.27	0.71068
2.43	0.70337
2.3	0.71575
2.05	0.72702
2.0	0.73198
2.13	0.73997
2.23	0.72414
2.35	0.7049
2.31	0.71775
2.19	0.73245
1.95	0.7488
2.15	0.72218
2.54	0.67743
2.2	0.73564
2.24	0.71661
2.44	0.69342
2.15	0.72952
1.78	0.75928
1.92	0.7434
2.09	0.74844
1.92	0.74157
1.94	0.7393
2.1	0.74723
2.39	0.71405
2.16	0.72498
2.1	0.73978
1.96	0.74512
2.17	0.73039
1.83	0.75048
2.13	0.74601
1.95	0.73897
1.92	0.74696
2.14	0.72612
1.84	0.7529
2.02	0.75689
1.93	0.74166
2.03	0.73138
1.84	0.75328
1.97	0.73344
2.06	0.75399
1.88	0.74858
2.25	0.71771
2.02	0.72925
1.9	0.7535
1.88	0.74455
2.01	0.75542
1.97	0.74174
1.94	0.74465
1.93	0.75459
1.89	0.74126
2.37	0.69764
2.12	0.73723
2.29	0.71252
1.95	0.73341
1.76	0.76011
2.1	0.74521
2.01	0.75835
1.9	0.74078
2.04	0.75192
1.92	0.75412
2.22	0.72796
2.02	0.73672
2.18	0.7333
2.06	0.75155
1.96	0.75781
1.85	0.75076
1.71	0.7691
2.09	0.74684
2.09	0.73605
1.89	0.75155
1.91	0.761
1.72	0.76806
2.1	0.75403
2.23	0.72493
1.97	0.75537
2.06	0.75596
1.97	0.73943
1.82	0.76566
2.56	0.70414
2.68	0.68635
2.45	0.69928
2.47	0.70413
2.6	0.66802
2.81	0.67866
3.02	0.63965
2.72	0.66706
2.63	0.67119
2.62	0.67911
2.45	0.69023
2.49	0.69732
2.52	0.68111
2.46	0.69475
2.36	0.70742
2.7	0.66876
2.44	0.70748
2.45	0.69969
2.35	0.69524
2.55	0.68454
2.63	0.68191
2.62	0.67375
2.88	0.67422
2.48	0.6887
2.89	0.64581
2.31	0.69949
2.64	0.69453
2.78	0.67395
2.58	0.6844
2.63	0.67696
2.54	0.67402
2.57	0.68844
2.56	0.6969
2.83	0.65125
2.43	0.69479
2.45	0.68567
2.7	0.66819
2.48	0.69335
2.74	0.68643
2.38	0.70141
2.27	0.71013
2.34	0.7007
2.42	0.70093
2.48	0.68662
2.44	0.69579
2.98	0.66628
2.59	0.69199
2.31	0.70134
2.47	0.70035
2.47	0.70142
2.39	0.7061
2.78	0.68487
2.43	0.69436
2.49	0.70142
2.3	0.71414
2.76	0.6994
2.78	0.65686
2.49	0.71041
2.49	0.68941
2.67	0.66778
2.47	0.69913
2.41	0.6876
2.56	0.66753
2.38	0.6907
2.3	0.69836
2.65	0.65857
2.82	0.66297
3.01	0.63073
2.61	0.65752
2.63	0.65927
2.7	0.66201
2.31	0.68705
2.51	0.67977
2.52	0.66989
2.32	0.69423
2.37	0.6993
2.65	0.65832
2.3	0.69617
2.5	0.68321
2.39	0.68777
2.4	0.68493
2.62	0.67023
2.61	0.66573
2.9	0.66166
2.43	0.68067
3.08	0.63156
2.25	0.69923
2.54	0.67782
2.73	0.66112
2.54	0.67006
2.55	0.66993
2.58	0.66337
2.49	0.67948
2.41	0.688
2.65	0.6458
2.38	0.68823
2.45	0.67502
2.67	0.6528
2.47	0.68538
2.63	0.6706
2.43	0.6864
2.21	0.71312
2.34	0.69137
2.37	0.69574
2.37	0.68085
2.34	0.6885
2.78	0.65638
2.52	0.67646
2.29	0.69696
2.34	0.69308
2.39	0.68951
2.42	0.68578
2.73	0.67431
2.53	0.67628
2.34	0.68854
2.27	0.70682
2.69	0.69011
2.74	0.63871
2.36	0.69645
2.5	0.67519
2.67	0.65161
2.41	0.686
1.85	0.7621
2.06	0.73486
2.12	0.72816
2.08	0.73027
2.06	0.73447
2.14	0.73038
2.56	0.69121
2.22	0.71177
2.15	0.71711
2.11	0.73692
2.16	0.71344
2.1	0.72497
2.05	0.72913
2.02	0.73631
2.1	0.73811
2.14	0.71727
2.07	0.73567
1.97	0.74669
2.17	0.72262
2.15	0.7256
1.93	0.75356
2.04	0.73114
2.06	0.73536
2.06	0.73461
2.54	0.69224
2.09	0.7165
2.09	0.74241
1.99	0.73897
2.01	0.73655
1.97	0.73744
2.06	0.72655
1.98	0.74204
2.04	0.73109
2.61	0.67706
2.12	0.72146
2.4	0.68312
2.1	0.72293
1.85	0.75842
2.14	0.73038
2.03	0.73875
2.02	0.73168
2.1	0.72609
1.89	0.75062
2.2	0.71208
2.21	0.70774
2.15	0.72875
2.09	0.73687
2.0	0.73631
2.0	0.74435
1.82	0.76391
2.14	0.7272
2.3	0.72202
2.1	0.73364
1.96	0.74754
1.89	0.75675
2.09	0.74367
2.31	0.69671
2.03	0.7423
1.92	0.74419
2.25	0.71383
1.85	0.75977
2.05	0.7352
2.02	0.72931
2.11	0.73781
2.15	0.73619
2.16	0.72031
2.27	0.73293
2.67	0.68676
2.32	0.71508
2.22	0.71666
2.15	0.72748
2.15	0.72508
2.1	0.73924
2.13	0.72902
2.17	0.73263
2.04	0.74093
2.47	0.70664
2.08	0.74454
2.12	0.73699
2.0	0.73928
2.25	0.72151
2.17	0.73104
2.24	0.72144
2.3	0.72971
2.17	0.73076
2.39	0.70447
2.1	0.72959
2.02	0.74389
2.07	0.719
2.11	0.73219
2.28	0.70995
2.2	0.72038
2.19	0.72788
2.25	0.72222
2.33	0.70101
2.1	0.73303
2.14	0.71509
2.27	0.71464
2.15	0.73227
2.18	0.72624
2.06	0.74303
2.09	0.7377
2.06	0.74197
1.89	0.73903
2.17	0.72741
2.17	0.72594
2.28	0.70873
2.07	0.73563
2.02	0.74308
1.99	0.73148
1.88	0.74393
2.12	0.74042
2.29	0.72687
2.12	0.7393
2.12	0.73866
2.04	0.74989
2.23	0.74369
2.29	0.70909
2.16	0.74337
2.2	0.73149
2.24	0.72358
2.07	0.74146
1.84	0.76846
1.81	0.7585
2.18	0.73938
2.17	0.74058
1.98	0.75694
1.92	0.76292
2.51	0.721
2.12	0.7336
2.09	0.74565
2.04	0.7621
2.15	0.73236
2.19	0.73692
1.97	0.76035
1.92	0.7419
2.15	0.74304
2.18	0.74234
2.07	0.74755
1.94	0.77
2.15	0.73671
2.02	0.73518
1.79	0.76331
1.83	0.75073
1.9	0.76295
1.85	0.75076
2.14	0.73
2.19	0.72411
2.0	0.75708
1.84	0.75448
1.99	0.76275
2.11	0.74185
2.03	0.75228
1.99	0.7531
1.95	0.73658
2.38	0.69858
2.14	0.73725
2.24	0.70661
1.93	0.75001
1.94	0.77003
2.09	0.74991
2.07	0.75428
2.18	0.73589
2.07	0.74828
1.76	0.76136
2.29	0.72057
2.21	0.72845
2.12	0.7404
2.04	0.75657
2.03	0.75077
1.88	0.74831
1.75	0.76764
2.21	0.74037
2.17	0.74331
2.16	0.74671
1.78	0.76301
1.83	0.75718
1.95	0.76101
2.2	0.73632
2.18	0.74848
1.85	0.77578
2.11	0.74587
1.88	0.77689
2.26	0.71048
2.5	0.69661
2.3	0.71475
2.31	0.71749
2.41	0.6862
2.5	0.69627
2.72	0.65921
2.55	0.68668
2.45	0.68941
2.46	0.69512
2.32	0.70474
2.36	0.71009
2.37	0.69648
2.37	0.70771
2.22	0.71847
2.51	0.68637
2.28	0.72229
2.36	0.70909
2.26	0.71029
2.42	0.7003
2.5	0.69609
2.51	0.68633
2.6	0.68862
2.48	0.70237
2.67	0.66884
2.21	0.71073
2.36	0.70799
2.58	0.68827
2.41	0.70069
2.4	0.68972
2.4	0.69144
2.34	0.70685
2.29	0.70996
2.57	0.66782
2.31	0.71057
2.34	0.69979
2.52	0.68179
2.36	0.70686
2.4	0.70063
2.27	0.71794
2.21	0.71934
2.25	0.71794
2.3	0.71237
2.19	0.70369
2.25	0.71164
2.48	0.68184
2.29	0.7067
2.18	0.71962
2.37	0.71288
2.17	0.71284
2.23	0.72383
2.42	0.70031
2.34	0.71067
2.3	0.71653
2.18	0.72802
2.44	0.71168
2.6	0.6729
2.25	0.72582
2.36	0.7026
2.43	0.68862
2.28	0.71074
1.8	0.75034
2.08	0.74196
2.14	0.73011
2.17	0.72604
1.99	0.74638
2.15	0.73747
2.32	0.71738
2.14	0.72101
1.99	0.73101
2.07	0.7456
2.16	0.70945
2.1	0.73686
2.02	0.73952
2.16	0.72761
2.19	0.72592
2.12	0.72239
1.92	0.73583
1.93	0.74569
1.91	0.72657
2.24	0.71475
1.92	0.75568
2.09	0.73498
2.07	0.74666
2.08	0.73455
2.42	0.72052
2.14	0.70703
2.05	0.74771
1.88	0.75272
1.87	0.7494
1.99	0.73222
1.92	0.74118
1.93	0.74615
2.19	0.72328
2.39	0.68162
2.11	0.71932
2.36	0.69147
2.08	0.73635
1.91	0.75232
2.2	0.73913
1.99	0.73773
2.24	0.71252
2.05	0.73095
2.0	0.73202
2.19	0.7161
2.16	0.71742
2.15	0.73599
2.03	0.7483
1.95	0.73614
2.11	0.72943
1.93	0.75955
2.11	0.73383
2.37	0.72471
2.15	0.7341
2.05	0.74595
1.94	0.74324
2.24	0.7345
2.14	0.72859
2.07	0.73908
1.93	0.75182
2.12	0.73803
1.92	0.75409
1.99	0.74801
1.89	0.74793
2.17	0.73801
2.15	0.73821
2.08	0.74321
2.22	0.74435
2.58	0.70422
2.14	0.73072
2.19	0.7258
2.01	0.74737
2.15	0.72927
2.21	0.73012
2.04	0.74632
1.93	0.73919
2.03	0.74283
2.16	0.72711
2.09	0.74854
2.05	0.74948
2.12	0.74089
2.23	0.73109
1.91	0.74374
1.92	0.7415
2.06	0.73795
2.09	0.73851
2.24	0.7235
2.14	0.72815
1.98	0.75412
1.98	0.73489
2.07	0.74368
2.3	0.71781
2.17	0.72904
1.95	0.73776
2.3	0.72001
2.3	0.70622
2.1	0.73679
2.18	0.71305
2.06	0.73398
2.08	0.74543
2.22	0.73329
2.12	0.74006
2.14	0.73634
2.08	0.74413
1.88	0.74611
2.19	0.73009
2.19	0.72811
2.2	0.71816
2.09	0.74833
2.07	0.74187
2.01	0.73369
1.85	0.75195
2.19	0.73619
2.27	0.73672
2.2	0.73412
2.11	0.74597
1.87	0.74867
2.03	0.74823
