design;pore_hydro;surf_hydro;all_hydro;beta_prop;category
sol_10_0094_8.fasta;2.278125;-2.0666666666666673;-0.2926605504587155;na;medref_soluble
sol_10_0097_5.fasta;1.6687500000000002;-2.0820512820512826;-0.7568807339449547;na;medref_soluble
sol_1_0036_1.fasta;1.83125;-1.7692307692307696;-0.31467889908256874;na;medref_soluble
sol_1_0058_2.fasta;1.234375;-1.1461538461538459;-0.3366972477064219;na;medref_soluble
sol_1_0058_8.fasta;1.7531250000000003;-1.3589743589743593;-0.37798165137614664;na;medref_soluble
sol_1_0074_3.fasta;1.8406250000000004;-2.6897435897435904;-0.8834862385321105;na;medref_soluble
sol_1_0074_9.fasta;1.990625;-2.9435897435897442;-0.9302752293577986;na;medref_soluble
sol_1_0088_4.fasta;1.8750000000000004;-1.4538461538461545;-0.26880733944954116;na;medref_soluble
sol_11_0009_1.fasta;1.075;-0.8948717948717947;-0.18532110091743126;na;medref_soluble
sol_11_0020_3.fasta;1.64375;-1.848717948717949;-0.4541284403669725;na;medref_soluble
sol_11_0020_9.fasta;1.896875;-1.5153846153846156;-0.27706422018348614;na;medref_soluble
sol_11_0067_2.fasta;1.3562500000000002;-2.284615384615385;-0.8110091743119271;na;medref_soluble
sol_11_0067_8.fasta;1.753125;-2.5282051282051285;-0.7522935779816518;na;medref_soluble
sol_11_0092_4.fasta;1.5562500000000001;-1.8589743589743593;-0.4743119266055046;na;medref_soluble
sol_12_0028_3.fasta;2.246875;-2.27948717948718;-0.3559633027522937;na;medref_soluble
sol_12_0028_9.fasta;2.221875;-2.8025641025641037;-0.6155963302752295;na;medref_soluble
sol_12_0032_1.fasta;1.0687500000000003;-2.5769230769230775;-0.7366972477064221;na;medref_soluble
sol_13_0013_7.fasta;1.4;-2.025641025641027;-0.6614678899082571;na;medref_soluble
sol_13_0017_3.fasta;2.0218749999999996;-2.892307692307693;-0.8743119266055049;na;medref_soluble
sol_13_0017_9.fasta;2.0624999999999996;-2.774358974358975;-0.7458715596330276;na;medref_soluble
sol_13_0057_1.fasta;1.334375;-1.7820512820512824;-0.7036697247706424;na;medref_soluble
sol_13_0073_6.fasta;2.053124999999999;-1.582051282051282;-0.1486238532110092;na;medref_soluble
sol_13_0074_5.fasta;1.809375;-2.076923076923077;-0.6201834862385324;na;medref_soluble
sol_14_0006_5.fasta;1.9187500000000002;-1.458974358974359;-0.35137614678899065;na;medref_soluble
sol_14_0048_5.fasta;1.6468750000000003;-1.876923076923077;-0.6880733944954128;na;medref_soluble
sol_14_0065_3.fasta;1.40625;-2.0230769230769234;-0.7376146788990828;na;medref_soluble
sol_14_0065_9.fasta;2.1937499999999996;-2.3743589743589752;-0.6376146788990827;na;medref_soluble
sol_14_0079_5.fasta;1.6218750000000002;-2.215384615384616;-0.6862385321100919;na;medref_soluble
sol_15_0035_7.fasta;1.790625;-1.7974358974358973;-0.4394495412844035;na;medref_soluble
sol_15_0046_5.fasta;2.1218749999999997;-2.0923076923076924;-0.5018348623853212;na;medref_soluble
sol_15_0050_5.fasta;1.559375;-1.2897435897435896;-0.3733944954128438;na;medref_soluble
sol_15_0057_6.fasta;1.7875000000000005;-2.3333333333333335;-0.7256880733944954;na;medref_soluble
sol_15_0058_3.fasta;2.0593750000000006;-1.5794871794871794;-0.24128440366972476;na;medref_soluble
sol_15_0058_9.fasta;2.075;-1.6435897435897437;-0.2761467889908256;na;medref_soluble
sol_15_0059_4.fasta;1.8375000000000001;-2.56923076923077;-0.8045871559633029;na;medref_soluble
sol_15_0098_1.fasta;1.6375;-1.4846153846153853;-0.2596330275229357;na;medref_soluble
sol_16_0044_3.fasta;2.0875000000000004;-2.1435897435897435;-0.2743119266055045;na;medref_soluble
sol_16_0044_9.fasta;2.0;-1.8256410256410258;-0.23119266055045878;na;medref_soluble
sol_16_0057_0.fasta;1.8937500000000003;-2.3205128205128207;-0.5009174311926609;na;medref_soluble
sol_17_0016_7.fasta;1.70625;-2.3230769230769237;-0.8596330275229366;na;medref_soluble
sol_17_0020_4.fasta;2.1687500000000006;-2.1743589743589746;-0.37798165137614675;na;medref_soluble
sol_17_0050_1.fasta;2.23125;-1.8307692307692314;-0.5853211009174314;na;medref_soluble
sol_17_0052_1.fasta;2.6406249999999996;-1.4051282051282052;0.014678899082568832;na;medref_soluble
sol_17_0071_5.fasta;2.1562499999999996;-2.461538461538462;-0.5513761467889912;na;medref_soluble
sol_17_0085_4.fasta;1.584375;-1.7871794871794873;-0.47155963302752285;na;medref_soluble
sol_17_0097_0.fasta;2.365625;-2.1076923076923078;-0.39908256880733944;na;medref_soluble
sol_18_0053_5.fasta;1.990625;-2.2846153846153854;-0.39357798165137603;na;medref_soluble
sol_18_0069_4.fasta;2.0124999999999997;-1.7435897435897443;-0.20550458715596323;na;medref_soluble
sol_19_0009_7.fasta;1.153125;-2.4666666666666677;-0.9431192660550464;na;medref_soluble
sol_19_0049_5.fasta;1.9062499999999998;-1.5871794871794875;-0.22935779816513757;na;medref_soluble
sol_19_0050_0.fasta;1.8968750000000005;-1.656410256410257;-0.42477064220183475;na;medref_soluble
sol_19_0075_0.fasta;1.5062499999999999;-1.541025641025641;-0.39174311926605493;na;medref_soluble
sol_20_0011_0.fasta;1.6312499999999999;-1.866666666666667;-0.49174311926605513;na;medref_soluble
sol_20_0044_5.fasta;2.4437499999999996;-2.26923076923077;-0.5293577981651377;na;medref_soluble
sol_20_0046_5.fasta;1.834375;-2.105128205128205;-0.5587155963302752;na;medref_soluble
sol_20_0072_6.fasta;2.0375000000000005;-2.2102564102564104;-0.5577981651376147;na;medref_soluble
sol_2_0007_7.fasta;2.0187500000000003;-1.1871794871794872;-0.1458715596330276;na;medref_soluble
sol_20_0098_1.fasta;2.25625;-1.8384615384615388;-0.47339449541284406;na;medref_soluble
sol_2_0027_4.fasta;2.38125;-1.451282051282052;0.022935779816513825;na;medref_soluble
sol_2_0028_1.fasta;1.915625;-2.461538461538462;-0.6100917431192662;na;medref_soluble
sol_2_0056_6.fasta;1.8406250000000002;-2.4128205128205136;-0.5880733944954132;na;medref_soluble
sol_21_0061_7.fasta;1.8625000000000007;-2.0615384615384618;-0.46697247706422;na;medref_soluble
sol_21_0081_6.fasta;1.8093750000000002;-1.2358974358974364;-0.2614678899082567;na;medref_soluble
sol_22_0030_0.fasta;1.6468750000000003;-1.2692307692307694;-0.22201834862385322;na;medref_soluble
sol_22_0084_3.fasta;1.88125;-1.8641025641025646;-0.41651376146788976;na;medref_soluble
sol_22_0084_9.fasta;1.9093750000000005;-1.9230769230769231;-0.45137614678899074;na;medref_soluble
sol_23_0008_3.fasta;2.109374999999999;-2.7205128205128215;-0.5422018348623855;na;medref_soluble
sol_23_0008_9.fasta;2.1249999999999996;-2.2153846153846155;-0.33944954128440347;na;medref_soluble
sol_23_0069_5.fasta;2.1125;-2.4128205128205136;-0.6311926605504585;na;medref_soluble
sol_23_0097_2.fasta;1.8656250000000005;-1.1435897435897433;-0.2724770642201833;na;medref_soluble
sol_23_0097_8.fasta;1.9968750000000004;-0.9666666666666666;-0.1715596330275228;na;medref_soluble
sol_24_0088_6.fasta;1.490625;-1.1512820512820516;-0.258715596330275;na;medref_soluble
sol_25_0030_5.fasta;1.03125;-1.8051282051282056;-0.6174311926605504;na;medref_soluble
sol_25_0042_0.fasta;2.0125;-1.2153846153846155;-0.16238532110091738;na;medref_soluble
sol_25_0065_0.fasta;1.734375;-1.7205128205128208;-0.29449541284403663;na;medref_soluble
sol_25_0087_1.fasta;1.95625;-1.6846153846153846;-0.3220183486238531;na;medref_soluble
sol_26_0086_0.fasta;1.7812500000000002;-1.6410256410256414;-0.14220183486238533;na;medref_soluble
sol_27_0007_5.fasta;2.134375000000001;-1.5743589743589745;-0.33577981651376115;na;medref_soluble
sol_27_0019_3.fasta;1.834375;-2.1410256410256414;-0.6146788990825691;na;medref_soluble
sol_27_0019_9.fasta;1.8281250000000002;-2.476923076923078;-0.7366972477064225;na;medref_soluble
sol_27_0035_2.fasta;1.7625000000000004;-2.1102564102564108;-0.4788990825688075;na;medref_soluble
sol_27_0035_8.fasta;1.6593750000000005;-1.623076923076923;-0.33486238532110074;na;medref_soluble
sol_27_0070_3.fasta;1.7843750000000003;-1.77948717948718;-0.4770642201834863;na;medref_soluble
sol_27_0070_9.fasta;1.5625000000000004;-1.692307692307693;-0.5009174311926609;na;medref_soluble
sol_27_0077_0.fasta;1.490625;-2.0333333333333345;-0.6321100917431198;na;medref_soluble
sol_28_0015_2.fasta;2.45;-1.9846153846153847;-0.23394495412844027;na;medref_soluble
sol_28_0015_8.fasta;2.4750000000000005;-2.246153846153846;-0.36880733944954136;na;medref_soluble
sol_28_0095_2.fasta;1.8281250000000002;-1.0641025641025639;-0.05045871559633028;na;medref_soluble
sol_28_0095_8.fasta;1.8906250000000002;-1.5256410256410255;-0.19816513761467885;na;medref_soluble
sol_29_0011_4.fasta;1.6874999999999996;-2.2769230769230773;-0.7192660550458718;na;medref_soluble
sol_29_0032_0.fasta;1.9937500000000004;-2.210256410256411;-0.47614678899082574;na;medref_soluble
sol_29_0100_2.fasta;1.3656249999999999;-1.5512820512820515;-0.508256880733945;na;medref_soluble
sol_29_0100_8.fasta;1.6437499999999998;-1.8487179487179493;-0.53302752293578;na;medref_soluble
sol_30_0058_3.fasta;1.6531250000000002;-1.6205128205128208;-0.2577981651376146;na;medref_soluble
sol_30_0058_9.fasta;1.8281250000000002;-1.848717948717949;-0.2954128440366971;na;medref_soluble
sol_3_0032_1.fasta;1.8281250000000002;-2.184615384615385;-0.45045871559633016;na;medref_soluble
sol_31_0008_7.fasta;1.6312500000000003;-1.5282051282051283;-0.3412844036697247;na;medref_soluble
sol_31_0050_7.fasta;1.8718749999999997;-1.541025641025641;-0.3110091743119264;na;medref_soluble
sol_32_0010_3.fasta;1.9250000000000003;-1.7128205128205132;-0.46422018348623856;na;medref_soluble
sol_32_0010_9.fasta;1.7749999999999995;-1.8179487179487177;-0.5495412844036699;na;medref_soluble
sol_33_0035_1.fasta;0.728125;-1.435897435897436;-0.4954128440366973;na;medref_soluble
sol_34_0013_3.fasta;1.8468750000000003;-2.007692307692308;-0.29174311926605506;na;medref_soluble
sol_34_0013_9.fasta;1.1187500000000001;-1.930769230769231;-0.48899082568807345;na;medref_soluble
sol_37_0005_5.fasta;2.0187500000000003;-2.8256410256410263;-0.872477064220184;na;medref_soluble
sol_37_0074_7.fasta;1.9687499999999998;-1.3025641025641028;-0.1807339449541283;na;medref_soluble
sol_37_0079_2.fasta;1.90625;-1.4487179487179485;-0.39999999999999986;na;medref_soluble
sol_37_0079_8.fasta;2.2874999999999996;-2.3102564102564105;-0.624770642201835;na;medref_soluble
sol_38_0012_1.fasta;2.225;-2.433333333333334;-0.5376146788990827;na;medref_soluble
sol_38_0016_5.fasta;1.7500000000000002;-2.446153846153847;-0.6688073394495413;na;medref_soluble
sol_38_0049_6.fasta;2.01875;-1.9871794871794874;-0.42660550458715624;na;medref_soluble
sol_38_0092_1.fasta;1.5125000000000002;-2.1410256410256414;-0.6954128440366976;na;medref_soluble
sol_39_0024_0.fasta;1.3281250000000002;-2.0230769230769234;-0.7541284403669728;na;medref_soluble
sol_39_0060_6.fasta;1.7343749999999996;-1.7666666666666668;-0.49908256880733937;na;medref_soluble
sol_39_0089_6.fasta;1.7437500000000001;-1.7230769230769232;-0.40458715596330264;na;medref_soluble
sol_5_0006_5.fasta;2.0187499999999994;-1.8179487179487184;-0.3715596330275228;na;medref_soluble
sol_5_0084_5.fasta;1.6343750000000004;-1.797435897435898;-0.48715596330275246;na;medref_soluble
sol_6_0034_4.fasta;1.9718749999999996;-2.161538461538462;-0.3064220183486237;na;medref_soluble
sol_7_0002_5.fasta;2.075;-2.223076923076924;-0.5944954128440368;na;medref_soluble
sol_8_0086_2.fasta;1.9749999999999996;-2.2307692307692313;-0.5293577981651377;na;medref_soluble
sol_8_0086_8.fasta;1.6781249999999999;-2.0974358974358975;-0.5137614678899084;na;medref_soluble
sol_9_0024_3.fasta;1.8000000000000003;-1.6461538461538465;-0.3256880733944953;na;medref_soluble
sol_9_0024_9.fasta;1.5406250000000001;-1.448717948717949;-0.3311926605504586;na;medref_soluble
sol_0_0004_1.fasta;1.959375;-1.3974358974358976;-0.18532110091743112;na;medref_soluble
sol_0_0007_6.fasta;1.8125;-1.684615384615385;-0.4009174311926605;na;medref_soluble
sol_0_0018_7.fasta;1.0593750000000002;-1.3871794871794871;-0.5963302752293579;na;medref_soluble
sol_0_0042_7.fasta;1.7468750000000002;-1.676923076923077;-0.38348623853211006;na;medref_soluble
sol_0_0052_3.fasta;1.890625;-2.092307692307693;-0.3825688073394494;na;medref_soluble
sol_0_0052_9.fasta;2.1312499999999996;-1.820512820512821;-0.21192660550458717;na;medref_soluble
sol_10_0012_3.fasta;2.0031250000000003;-2.2461538461538466;-0.506422018348624;na;medref_soluble
sol_10_0012_9.fasta;1.8781250000000005;-1.892307692307693;-0.42293577981651354;na;medref_soluble
sol_10_0040_5.fasta;1.734375;-2.7307692307692317;-0.7422018348623858;na;medref_soluble
sol_10_0050_1.fasta;1.4156249999999997;-2.3333333333333335;-0.880733944954129;na;medref_soluble
sol_10_0056_5.fasta;1.9718749999999998;-1.648717948717949;-0.32660550458715576;na;medref_soluble
sol_10_0068_0.fasta;2.15;-2.1897435897435904;-0.5311926605504589;na;medref_soluble
sol_10_0094_7.fasta;2.0375000000000005;-2.0333333333333337;-0.48807339449541287;na;medref_soluble
sol_10_0097_0.fasta;1.7593750000000001;-2.094871794871796;-0.7348623853211014;na;medref_soluble
sol_1_0036_4.fasta;1.8125;-1.9000000000000006;-0.412844036697248;na;medref_soluble
sol_1_0058_7.fasta;1.6125000000000005;-1.6102564102564105;-0.39174311926605493;na;medref_soluble
sol_1_0074_6.fasta;1.9218750000000002;-2.1102564102564108;-0.6522935779816513;na;medref_soluble
sol_1_0088_1.fasta;1.6593749999999998;-1.884615384615385;-0.3733944954128439;na;medref_soluble
sol_11_0009_4.fasta;1.33125;-1.5230769230769234;-0.4009174311926604;na;medref_soluble
sol_11_0020_6.fasta;1.4500000000000002;-1.3128205128205135;-0.3678899082568806;na;medref_soluble
sol_11_0067_7.fasta;1.4437500000000003;-2.307692307692308;-0.7935779816513767;na;medref_soluble
sol_11_0092_1.fasta;1.40625;-1.3205128205128205;-0.32477064220183466;na;medref_soluble
sol_12_0028_6.fasta;2.04375;-2.633333333333334;-0.5889908256880736;na;medref_soluble
sol_12_0032_4.fasta;0.909375;-2.435897435897436;-0.7908256880733948;na;medref_soluble
sol_13_0013_2.fasta;1.5156249999999996;-2.310256410256411;-0.7064220183486243;na;medref_soluble
sol_13_0013_8.fasta;1.4906249999999999;-2.5641025641025648;-0.7807339449541287;na;medref_soluble
sol_13_0017_6.fasta;2.071875;-2.520512820512821;-0.6513761467889908;na;medref_soluble
sol_13_0057_4.fasta;1.58125;-1.7512820512820513;-0.61651376146789;na;medref_soluble
sol_13_0073_3.fasta;1.796875;-1.3820512820512818;-0.15229357798165138;na;medref_soluble
sol_13_0073_9.fasta;1.8;-1.3384615384615386;-0.12935779816513765;na;medref_soluble
sol_13_0074_0.fasta;1.915625;-2.3692307692307697;-0.7422018348623853;na;medref_soluble
sol_14_0006_0.fasta;1.7374999999999998;-1.3000000000000003;-0.41467889908256866;na;medref_soluble
sol_14_0048_0.fasta;2.05625;-2.3641025641025646;-0.7678899082568807;na;medref_soluble
sol_14_0065_6.fasta;1.5937500000000004;-1.4692307692307698;-0.3844036697247704;na;medref_soluble
sol_14_0079_0.fasta;1.865625;-2.451282051282052;-0.7220183486238534;na;medref_soluble
sol_15_0035_2.fasta;1.7593750000000001;-2.174358974358975;-0.5834862385321102;na;medref_soluble
sol_15_0035_8.fasta;1.9187500000000002;-1.7589743589743592;-0.38807339449541284;na;medref_soluble
sol_15_0046_0.fasta;2.2999999999999994;-2.2512820512820517;-0.44862385321100934;na;medref_soluble
sol_15_0050_0.fasta;1.8718749999999997;-2.151282051282052;-0.5642201834862387;na;medref_soluble
sol_15_0057_3.fasta;2.03125;-2.0717948717948715;-0.6183486238532112;na;medref_soluble
sol_15_0057_9.fasta;2.321875;-1.9999999999999996;-0.5073394495412843;na;medref_soluble
sol_15_0058_6.fasta;2.1781250000000005;-1.8820512820512825;-0.3266055045871559;na;medref_soluble
sol_15_0059_1.fasta;2.234375;-2.082051282051282;-0.5486238532110091;na;medref_soluble
sol_15_0098_4.fasta;1.5312500000000004;-1.57948717948718;-0.3486238532110091;na;medref_soluble
sol_16_0044_6.fasta;2.040625;-2.3282051282051284;-0.3192660550458714;na;medref_soluble
sol_16_0057_5.fasta;1.9250000000000003;-2.0871794871794873;-0.4256880733944956;na;medref_soluble
sol_17_0016_2.fasta;1.4999999999999998;-2.3948717948717952;-0.9458715596330283;na;medref_soluble
sol_17_0016_8.fasta;1.7187500000000002;-2.1897435897435904;-0.8082568807339453;na;medref_soluble
sol_17_0020_1.fasta;2.109375;-2.2512820512820517;-0.4229357798165138;na;medref_soluble
sol_17_0050_4.fasta;2.3000000000000003;-2.0153846153846158;-0.601834862385321;na;medref_soluble
sol_17_0052_4.fasta;2.3125;-1.6153846153846156;-0.15688073394495408;na;medref_soluble
sol_17_0071_0.fasta;1.9874999999999994;-2.866666666666667;-0.7458715596330279;na;medref_soluble
sol_17_0085_1.fasta;1.640625;-1.9641025641025642;-0.5183486238532109;na;medref_soluble
sol_17_0097_5.fasta;2.459375;-1.638461538461539;-0.20366972477064202;na;medref_soluble
sol_18_0053_0.fasta;1.7562500000000003;-1.4641025641025645;-0.16880733944954135;na;medref_soluble
sol_18_0069_1.fasta;1.95;-1.651282051282052;-0.19082568807339434;na;medref_soluble
sol_19_0009_2.fasta;1.6718749999999998;-2.197435897435898;-0.6944954128440369;na;medref_soluble
sol_19_0009_8.fasta;1.8062499999999997;-1.9076923076923085;-0.639449541284404;na;medref_soluble
sol_19_0049_0.fasta;1.6812500000000001;-1.8666666666666674;-0.4596330275229357;na;medref_soluble
sol_19_0050_5.fasta;1.825;-1.8615384615384618;-0.5449541284403671;na;medref_soluble
sol_19_0075_5.fasta;1.6406249999999998;-2.284615384615385;-0.6183486238532111;na;medref_soluble
sol_20_0011_5.fasta;1.9687500000000002;-2.0564102564102567;-0.4541284403669726;na;medref_soluble
sol_20_0044_0.fasta;2.1812500000000004;-2.0000000000000004;-0.5100917431192661;na;medref_soluble
sol_20_0046_0.fasta;2.2062500000000003;-1.9230769230769231;-0.3926605504587156;na;medref_soluble
sol_20_0072_3.fasta;1.975;-2.215384615384616;-0.5779816513761469;na;medref_soluble
sol_20_0072_9.fasta;1.8562500000000004;-1.8230769230769233;-0.4724770642201834;na;medref_soluble
sol_2_0007_2.fasta;1.9781250000000004;-1.412820512820513;-0.2137614678899083;na;medref_soluble
sol_2_0007_8.fasta;1.6218749999999997;-1.064102564102564;-0.2238532110091743;na;medref_soluble
sol_20_0098_4.fasta;2.196875;-2.312820512820513;-0.6467889908256883;na;medref_soluble
sol_2_0027_1.fasta;2.3874999999999997;-1.5923076923076926;-0.0981651376146787;na;medref_soluble
sol_2_0028_4.fasta;2.1218749999999997;-2.476923076923077;-0.5559633027522936;na;medref_soluble
sol_2_0056_3.fasta;1.4999999999999998;-2.0897435897435903;-0.5724770642201839;na;medref_soluble
sol_2_0056_9.fasta;1.7531249999999998;-2.002564102564103;-0.4669724770642204;na;medref_soluble
sol_21_0061_2.fasta;2.1218749999999997;-2.2102564102564104;-0.49633027522935774;na;medref_soluble
sol_21_0061_8.fasta;1.6843750000000002;-1.7025641025641032;-0.46605504587155966;na;medref_soluble
sol_21_0081_3.fasta;1.7781250000000002;-1.7025641025641032;-0.484403669724771;na;medref_soluble
sol_21_0081_9.fasta;1.8718750000000002;-1.5153846153846158;-0.3431192660550457;na;medref_soluble
sol_22_0030_5.fasta;1.625;-1.4769230769230772;-0.293577981651376;na;medref_soluble
sol_22_0084_6.fasta;2.159375;-1.641025641025641;-0.3412844036697247;na;medref_soluble
sol_23_0008_6.fasta;2.2624999999999993;-2.4871794871794877;-0.41926605504587144;na;medref_soluble
sol_23_0069_0.fasta;2.1187499999999995;-2.248717948717949;-0.5706422018348624;na;medref_soluble
sol_23_0097_7.fasta;1.8750000000000002;-0.8205128205128204;-0.1550458715596329;na;medref_soluble
sol_24_0088_3.fasta;1.1656250000000001;-1.2333333333333338;-0.3834862385321099;na;medref_soluble
sol_24_0088_9.fasta;1.359375;-1.9051282051282057;-0.5669724770642206;na;medref_soluble
sol_25_0030_0.fasta;1.4093750000000005;-2.0051282051282056;-0.5678899082568807;na;medref_soluble
sol_25_0042_5.fasta;1.646875;-1.5692307692307697;-0.49816513761467895;na;medref_soluble
sol_25_0065_5.fasta;1.69375;-2.0461538461538473;-0.4229357798165137;na;medref_soluble
sol_25_0087_4.fasta;1.9781250000000001;-1.7641025641025645;-0.3440366972477064;na;medref_soluble
sol_26_0086_5.fasta;2.1093749999999996;-1.6102564102564103;-0.08532110091743121;na;medref_soluble
sol_27_0007_0.fasta;2.2062500000000007;-1.6717948717948723;-0.3844036697247704;na;medref_soluble
sol_27_0019_6.fasta;1.6656250000000006;-2.0153846153846158;-0.622935779816514;na;medref_soluble
sol_27_0035_7.fasta;1.7437500000000004;-2.0282051282051285;-0.4073394495412845;na;medref_soluble
sol_27_0070_6.fasta;1.8937499999999998;-1.9692307692307698;-0.5128440366972479;na;medref_soluble
sol_27_0077_5.fasta;1.815625;-1.951282051282052;-0.524770642201835;na;medref_soluble
sol_28_0015_7.fasta;2.375;-2.502564102564103;-0.48990825688073397;na;medref_soluble
sol_28_0095_7.fasta;1.346875;-0.8179487179487178;-0.08073394495412846;na;medref_soluble
sol_29_0011_1.fasta;1.6843749999999995;-1.9384615384615387;-0.4623853211009174;na;medref_soluble
sol_29_0032_5.fasta;2.190625;-2.512820512820513;-0.5055045871559635;na;medref_soluble
sol_29_0100_7.fasta;1.578125;-1.9461538461538466;-0.5871559633027524;na;medref_soluble
sol_30_0058_6.fasta;1.659375;-2.4871794871794877;-0.5486238532110093;na;medref_soluble
sol_3_0032_4.fasta;2.0937499999999996;-2.0179487179487183;-0.31559633027522926;na;medref_soluble
sol_31_0008_2.fasta;1.434375;-0.9769230769230768;-0.1972477064220181;na;medref_soluble
sol_31_0008_8.fasta;1.971875;-1.517948717948718;-0.2541284403669723;na;medref_soluble
sol_31_0050_2.fasta;1.8187500000000003;-1.4717948717948717;-0.3366972477064218;na;medref_soluble
sol_31_0050_8.fasta;1.815625;-1.8512820512820514;-0.4724770642201834;na;medref_soluble
sol_32_0010_6.fasta;1.9500000000000002;-1.6820512820512823;-0.4458715596330276;na;medref_soluble
sol_33_0035_4.fasta;1.8531249999999997;-1.4820512820512821;-0.16422018348623846;na;medref_soluble
sol_34_0013_6.fasta;1.65625;-2.025641025641026;-0.3596330275229357;na;medref_soluble
sol_37_0005_0.fasta;1.7625;-2.602564102564103;-0.9853211009174316;na;medref_soluble
sol_37_0074_2.fasta;1.9687499999999998;-1.587179487179487;-0.27706422018348603;na;medref_soluble
sol_37_0074_8.fasta;2.0093749999999995;-1.7179487179487183;-0.31284403669724753;na;medref_soluble
sol_37_0079_7.fasta;1.8874999999999997;-1.9384615384615391;-0.5807339449541281;na;medref_soluble
sol_38_0012_4.fasta;2.0406250000000004;-2.2538461538461543;-0.498165137614679;na;medref_soluble
sol_38_0016_0.fasta;1.684375;-1.920512820512821;-0.4825688073394498;na;medref_soluble
sol_38_0049_3.fasta;1.9124999999999996;-1.900000000000001;-0.4211009174311927;na;medref_soluble
sol_38_0049_9.fasta;2.16875;-1.992307692307693;-0.35137614678899076;na;medref_soluble
sol_38_0092_4.fasta;1.7875;-1.5512820512820518;-0.4073394495412843;na;medref_soluble
sol_39_0024_5.fasta;1.2968750000000002;-1.7743589743589745;-0.6944954128440368;na;medref_soluble
sol_39_0060_3.fasta;1.8687500000000004;-1.9564102564102568;-0.5275229357798163;na;medref_soluble
sol_39_0060_9.fasta;1.696875;-1.9076923076923076;-0.5605504587155965;na;medref_soluble
sol_39_0089_3.fasta;1.7468750000000004;-2.01025641025641;-0.4110091743119267;na;medref_soluble
sol_39_0089_9.fasta;1.9250000000000003;-1.4025641025641027;-0.17064220183486223;na;medref_soluble
sol_5_0006_0.fasta;1.9624999999999995;-1.9717948717948723;-0.4431192660550459;na;medref_soluble
sol_5_0084_0.fasta;2.1843750000000006;-1.8974358974358978;-0.31651376146788984;na;medref_soluble
sol_6_0034_1.fasta;2.1656249999999995;-2.0564102564102567;-0.22110091743119253;na;medref_soluble
sol_7_0002_0.fasta;2.15;-2.430769230769232;-0.5697247706422018;na;medref_soluble
sol_8_0086_7.fasta;2.128125;-2.5076923076923086;-0.5834862385321102;na;medref_soluble
sol_9_0024_6.fasta;1.75625;-1.9692307692307698;-0.4541284403669728;na;medref_soluble
sol_0_0004_2.fasta;2.2687500000000003;-1.2666666666666666;-0.03853211009174311;na;medref_soluble
sol_0_0004_8.fasta;2.109375;-1.7717948717948724;-0.26972477064220163;na;medref_soluble
sol_0_0007_5.fasta;2.096875;-1.9384615384615387;-0.4568807339449542;na;medref_soluble
sol_0_0018_4.fasta;1.5968750000000005;-1.2820512820512822;-0.4302752293577981;na;medref_soluble
sol_0_0042_4.fasta;1.5906250000000004;-2.243589743589744;-0.6770642201834862;na;medref_soluble
sol_0_0052_0.fasta;1.953125;-2.1692307692307695;-0.3917431192660549;na;medref_soluble
sol_10_0012_0.fasta;1.9062500000000007;-2.2948717948717956;-0.5587155963302755;na;medref_soluble
sol_10_0040_6.fasta;1.9124999999999996;-2.5538461538461545;-0.6348623853211012;na;medref_soluble
sol_10_0050_2.fasta;1.65;-1.6205128205128205;-0.49816513761467895;na;medref_soluble
sol_10_0050_8.fasta;1.7718749999999996;-1.4384615384615387;-0.39724770642201834;na;medref_soluble
sol_10_0056_6.fasta;2.003125;-2.1;-0.4788990825688075;na;medref_soluble
sol_10_0068_3.fasta;2.1875;-2.0102564102564107;-0.46238532110091746;na;medref_soluble
sol_10_0068_9.fasta;1.9406250000000007;-1.8717948717948725;-0.48532110091743125;na;medref_soluble
sol_10_0094_4.fasta;1.9062500000000004;-2.0871794871794878;-0.5458715596330275;na;medref_soluble
sol_10_0097_3.fasta;1.4875000000000003;-1.8256410256410265;-0.7321100917431195;na;medref_soluble
sol_10_0097_9.fasta;1.8531250000000001;-2.4410256410256417;-0.8311926605504592;na;medref_soluble
sol_1_0036_7.fasta;1.8468750000000003;-1.715384615384616;-0.3486238532110091;na;medref_soluble
sol_1_0058_4.fasta;2.115625;-1.8974358974358978;-0.3467889908256879;na;medref_soluble
sol_1_0074_5.fasta;1.8500000000000005;-2.5128205128205137;-0.8174311926605505;na;medref_soluble
sol_1_0088_2.fasta;1.671875;-1.1179487179487182;-0.19082568807339445;na;medref_soluble
sol_1_0088_8.fasta;1.615625;-1.7435897435897443;-0.42385321100917445;na;medref_soluble
sol_11_0009_7.fasta;1.275;-0.8128205128205126;-0.14587155963302753;na;medref_soluble
sol_11_0020_5.fasta;1.3875;-1.2871794871794877;-0.3192660550458714;na;medref_soluble
sol_11_0067_4.fasta;1.5656250000000003;-2.4102564102564106;-0.7651376146788995;na;medref_soluble
sol_11_0092_2.fasta;1.6250000000000002;-1.3974358974358974;-0.2697247706422017;na;medref_soluble
sol_11_0092_8.fasta;1.60625;-1.3974358974358974;-0.3908256880733943;na;medref_soluble
sol_12_0028_5.fasta;2.2125000000000004;-2.7512820512820517;-0.6000000000000001;na;medref_soluble
sol_12_0032_7.fasta;1.240625;-2.030769230769231;-0.5366972477064221;na;medref_soluble
sol_13_0013_1.fasta;1.875;-2.1153846153846163;-0.5018348623853213;na;medref_soluble
