design;pore_hydro;surf_hydro;all_hydro;beta_prop;category
sol_17_0071_4.fasta;2.1343750000000004;-2.3820512820512825;-0.534862385321101;na;medref_soluble
sol_17_0085_5.fasta;1.390625;-1.5923076923076924;-0.40275229357798165;na;medref_soluble
sol_17_0097_1.fasta;2.4062500000000004;-2.1820512820512823;-0.4137614678899084;na;medref_soluble
sol_18_0053_4.fasta;1.8625000000000003;-1.9333333333333338;-0.34678899082568804;na;medref_soluble
sol_18_0069_5.fasta;1.8343749999999999;-1.6589743589743595;-0.22752293577981625;na;medref_soluble
sol_19_0009_6.fasta;1.4656250000000002;-2.4820512820512826;-0.8862385321100921;na;medref_soluble
sol_19_0049_4.fasta;1.9218750000000002;-1.453846153846154;-0.2064220183486238;na;medref_soluble
sol_19_0050_1.fasta;1.6718750000000004;-1.7025641025641027;-0.5247706422018351;na;medref_soluble
sol_19_0075_1.fasta;1.65;-1.884615384615385;-0.4431192660550457;na;medref_soluble
sol_20_0011_1.fasta;1.8718749999999995;-2.048717948717949;-0.5091743119266056;na;medref_soluble
sol_20_0044_4.fasta;2.443749999999999;-2.1641025641025644;-0.3807339449541285;na;medref_soluble
sol_20_0046_4.fasta;1.9562499999999998;-2.305128205128206;-0.6183486238532109;na;medref_soluble
sol_20_0072_7.fasta;2.0875000000000004;-2.1102564102564108;-0.5073394495412844;na;medref_soluble
sol_2_0007_6.fasta;1.7156249999999997;-0.982051282051282;-0.16146788990825683;na;medref_soluble
sol_20_0098_0.fasta;2.128125;-2.0179487179487188;-0.4807339449541284;na;medref_soluble
sol_2_0027_5.fasta;2.284375;-1.5794871794871796;-0.05963302752293568;na;medref_soluble
sol_2_0028_0.fasta;2.0749999999999997;-2.361538461538462;-0.5724770642201836;na;medref_soluble
sol_2_0056_7.fasta;1.8531250000000001;-2.141025641025642;-0.48715596330275235;na;medref_soluble
sol_21_0061_6.fasta;1.8125000000000004;-2.0410256410256413;-0.5009174311926604;na;medref_soluble
sol_21_0081_7.fasta;1.834375;-1.3743589743589748;-0.35045871559633013;na;medref_soluble
sol_22_0030_1.fasta;1.9250000000000003;-2.2615384615384624;-0.5091743119266056;na;medref_soluble
sol_22_0084_2.fasta;2.046874999999999;-1.1333333333333333;-0.10642201834862383;na;medref_soluble
sol_22_0084_8.fasta;1.7687500000000005;-1.5461538461538464;-0.3357798165137614;na;medref_soluble
sol_23_0008_2.fasta;2.224999999999999;-2.3769230769230774;-0.3614678899082568;na;medref_soluble
sol_23_0008_8.fasta;2.1593749999999994;-2.4974358974358983;-0.42935779816513764;na;medref_soluble
sol_23_0069_4.fasta;2.1749999999999994;-2.4205128205128212;-0.5871559633027522;na;medref_soluble
sol_23_0097_3.fasta;2.1;-0.9769230769230768;-0.14403669724770632;na;medref_soluble
sol_23_0097_9.fasta;2.028125;-0.5564102564102564;-0.01559633027522939;na;medref_soluble
sol_24_0088_7.fasta;1.225;-1.4358974358974363;-0.4660550458715598;na;medref_soluble
sol_25_0030_4.fasta;1.125;-1.8487179487179493;-0.6467889908256881;na;medref_soluble
sol_25_0042_1.fasta;1.7781250000000002;-0.9333333333333333;-0.1587155963302753;na;medref_soluble
sol_25_0065_1.fasta;1.6406249999999998;-2.0538461538461545;-0.44128440366972477;na;medref_soluble
sol_25_0087_0.fasta;1.7625000000000002;-1.0205128205128209;-0.175229357798165;na;medref_soluble
sol_26_0086_1.fasta;2.334375;-1.2307692307692306;0.11651376146788993;na;medref_soluble
sol_27_0007_4.fasta;2.0656250000000007;-1.505128205128205;-0.33119266055045854;na;medref_soluble
sol_27_0019_2.fasta;1.7093750000000003;-1.97948717948718;-0.5935779816513763;na;medref_soluble
sol_27_0019_8.fasta;1.6562500000000004;-2.310256410256411;-0.7275229357798167;na;medref_soluble
sol_27_0035_3.fasta;1.8656250000000003;-1.7974358974358977;-0.33761467889908237;na;medref_soluble
sol_27_0035_9.fasta;1.7968750000000007;-1.8769230769230778;-0.3862385321100916;na;medref_soluble
sol_27_0070_2.fasta;1.9625;-2.0153846153846158;-0.4504587155963305;na;medref_soluble
sol_27_0070_8.fasta;1.8625000000000003;-1.674358974358975;-0.4944954128440367;na;medref_soluble
sol_27_0077_1.fasta;1.3187500000000005;-2.1923076923076934;-0.7394495412844041;na;medref_soluble
sol_28_0015_3.fasta;2.3625000000000003;-2.507692307692308;-0.4954128440366974;na;medref_soluble
sol_28_0015_9.fasta;2.2062500000000003;-2.687179487179488;-0.6091743119266056;na;medref_soluble
sol_28_0095_3.fasta;1.8437500000000004;-1.553846153846154;-0.22110091743119253;na;medref_soluble
sol_28_0095_9.fasta;1.259375;-1.4564102564102566;-0.3348623853211009;na;medref_soluble
sol_29_0011_5.fasta;1.6843749999999995;-1.7128205128205127;-0.4128440366972476;na;medref_soluble
sol_29_0032_1.fasta;2.0625;-1.7666666666666668;-0.2660550458715596;na;medref_soluble
sol_29_0100_3.fasta;1.734375;-1.4435897435897436;-0.36146788990825673;na;medref_soluble
sol_29_0100_9.fasta;1.6093749999999998;-1.3974358974358976;-0.38165137614678873;na;medref_soluble
sol_30_0058_2.fasta;1.7;-1.9179487179487178;-0.33302752293577964;na;medref_soluble
sol_30_0058_8.fasta;1.7687499999999998;-1.7871794871794873;-0.2660550458715596;na;medref_soluble
sol_3_0032_0.fasta;1.6218750000000004;-2.2769230769230777;-0.6302752293577983;na;medref_soluble
sol_31_0008_6.fasta;1.5750000000000002;-1.0641025641025643;-0.18715596330275214;na;medref_soluble
sol_31_0050_6.fasta;1.7875000000000005;-1.4794871794871791;-0.31743119266055025;na;medref_soluble
sol_32_0010_2.fasta;1.8781249999999998;-1.505128205128205;-0.4036697247706421;na;medref_soluble
sol_32_0010_8.fasta;1.68125;-1.7564102564102568;-0.5256880733944955;na;medref_soluble
sol_33_0035_0.fasta;1.8062500000000001;-1.4923076923076921;-0.19357798165137602;na;medref_soluble
sol_34_0013_2.fasta;1.434375;-2.6076923076923086;-0.6385321100917432;na;medref_soluble
sol_34_0013_8.fasta;1.9781250000000001;-2.438461538461539;-0.4128440366972476;na;medref_soluble
sol_37_0005_4.fasta;2.246875;-2.5230769230769234;-0.7009174311926606;na;medref_soluble
sol_37_0074_6.fasta;1.909375;-1.4256410256410261;-0.2614678899082567;na;medref_soluble
sol_37_0079_3.fasta;1.94375;-2.6461538461538465;-0.845871559633028;na;medref_soluble
sol_37_0079_9.fasta;2.08125;-2.0230769230769234;-0.5825688073394494;na;medref_soluble
sol_38_0012_0.fasta;2.2375000000000003;-2.4205128205128212;-0.5605504587155965;na;medref_soluble
sol_38_0016_4.fasta;1.590625;-1.7128205128205132;-0.45779816513761484;na;medref_soluble
sol_38_0049_7.fasta;2.1249999999999996;-1.1794871794871797;-0.16697247706422016;na;medref_soluble
sol_38_0092_0.fasta;1.3156249999999998;-1.784615384615385;-0.5284403669724771;na;medref_soluble
sol_39_0024_1.fasta;1.4625000000000004;-2.2051282051282053;-0.7788990825688077;na;medref_soluble
sol_39_0060_7.fasta;1.7718749999999996;-2.184615384615385;-0.6376146788990827;na;medref_soluble
sol_39_0089_7.fasta;1.621875;-1.7333333333333336;-0.526605504587156;na;medref_soluble
sol_5_0006_4.fasta;2.0437499999999997;-1.4641025641025647;-0.23761467889908253;na;medref_soluble
sol_5_0084_4.fasta;2.021875;-1.8820512820512825;-0.40275229357798153;na;medref_soluble
sol_6_0034_5.fasta;1.8281249999999998;-2.0051282051282056;-0.3155963302752292;na;medref_soluble
sol_7_0002_4.fasta;2.0624999999999996;-1.851282051282052;-0.4357798165137613;na;medref_soluble
sol_8_0086_3.fasta;1.93125;-2.16923076923077;-0.43944954128440367;na;medref_soluble
sol_8_0086_9.fasta;1.8281249999999996;-1.376923076923077;-0.18623853211009175;na;medref_soluble
sol_9_0024_2.fasta;1.984375;-1.8230769230769237;-0.33486238532110074;na;medref_soluble
sol_9_0024_8.fasta;1.8343750000000005;-1.023076923076923;-0.09266055045871552;na;medref_soluble
sol_0_0004_0.fasta;1.9656250000000002;-1.241025641025641;-0.14128440366972472;na;medref_soluble
sol_0_0007_7.fasta;1.946875;-1.9230769230769238;-0.49541284403669744;na;medref_soluble
sol_0_0018_6.fasta;1.303125;-2.0461538461538464;-0.7899082568807343;na;medref_soluble
sol_0_0042_6.fasta;1.95;-1.5871794871794873;-0.2917431192660548;na;medref_soluble
sol_0_0052_2.fasta;1.9;-2.1102564102564108;-0.3541284403669724;na;medref_soluble
sol_0_0052_8.fasta;1.9625;-2.2358974358974364;-0.40917431192660536;na;medref_soluble
sol_10_0012_2.fasta;2.0031250000000003;-2.3384615384615395;-0.5458715596330277;na;medref_soluble
sol_10_0012_8.fasta;1.9406250000000005;-2.0179487179487188;-0.44954128440366975;na;medref_soluble
sol_10_0040_4.fasta;1.915625;-2.528205128205129;-0.6155963302752295;na;medref_soluble
sol_10_0050_0.fasta;1.790625;-2.0820512820512826;-0.6165137614678902;na;medref_soluble
sol_10_0056_4.fasta;2.0718749999999995;-2.0641025641025643;-0.44587155963302755;na;medref_soluble
sol_10_0068_1.fasta;2.2125000000000004;-1.9538461538461542;-0.4256880733944954;na;medref_soluble
sol_10_0094_6.fasta;2.31875;-1.8692307692307697;-0.258715596330275;na;medref_soluble
sol_10_0097_1.fasta;1.615625;-1.594871794871795;-0.6275229357798164;na;medref_soluble
sol_1_0036_5.fasta;2.0874999999999995;-1.6179487179487184;-0.18532110091743118;na;medref_soluble
sol_1_0058_6.fasta;2.109375;-1.7256410256410264;-0.28715596330275217;na;medref_soluble
sol_1_0074_7.fasta;1.309375;-2.3102564102564105;-0.9036697247706426;na;medref_soluble
sol_1_0088_0.fasta;1.5281250000000002;-1.615384615384616;-0.43302752293577995;na;medref_soluble
sol_11_0009_5.fasta;0.9625000000000001;-0.6384615384615384;-0.1458715596330276;na;medref_soluble
sol_11_0020_7.fasta;1.5531250000000003;-2.002564102564103;-0.526605504587156;na;medref_soluble
sol_11_0067_6.fasta;1.6749999999999998;-2.030769230769231;-0.6266055045871562;na;medref_soluble
sol_11_0092_0.fasta;1.446875;-1.3256410256410258;-0.30275229357798134;na;medref_soluble
sol_12_0028_7.fasta;2.203125;-2.266666666666667;-0.40458715596330275;na;medref_soluble
sol_12_0032_5.fasta;1.6937500000000003;-2.433333333333334;-0.5770642201834862;na;medref_soluble
sol_13_0013_3.fasta;1.3343749999999999;-1.7564102564102568;-0.561467889908257;na;medref_soluble
sol_13_0013_9.fasta;1.3499999999999996;-1.8897435897435901;-0.6045871559633029;na;medref_soluble
sol_13_0017_7.fasta;1.9999999999999996;-2.520512820512821;-0.6724770642201835;na;medref_soluble
sol_13_0057_5.fasta;1.746875;-1.5615384615384618;-0.5036697247706422;na;medref_soluble
sol_13_0073_2.fasta;1.6281250000000005;-1.4794871794871798;-0.236697247706422;na;medref_soluble
sol_13_0073_8.fasta;1.928125;-1.8128205128205128;-0.26788990825688064;na;medref_soluble
sol_13_0074_1.fasta;1.9125000000000005;-2.402564102564103;-0.7550458715596331;na;medref_soluble
sol_14_0006_1.fasta;1.840625;-1.4333333333333336;-0.36513761467889877;na;medref_soluble
sol_14_0048_1.fasta;1.06875;-1.466666666666667;-0.7110091743119266;na;medref_soluble
sol_14_0065_7.fasta;1.8750000000000004;-2.1025641025641035;-0.630275229357798;na;medref_soluble
sol_14_0079_1.fasta;1.6125000000000003;-2.138461538461539;-0.6614678899082568;na;medref_soluble
sol_15_0035_3.fasta;1.81875;-2.256410256410257;-0.5990825688073396;na;medref_soluble
sol_15_0035_9.fasta;1.7593750000000001;-1.9538461538461542;-0.5045871559633027;na;medref_soluble
sol_15_0046_1.fasta;2.0999999999999996;-2.4410256410256417;-0.61651376146789;na;medref_soluble
sol_15_0050_1.fasta;1.4;-1.5820512820512824;-0.47064220183486244;na;medref_soluble
sol_15_0057_2.fasta;1.8062500000000001;-2.1358974358974363;-0.7183486238532111;na;medref_soluble
sol_15_0057_8.fasta;1.8781250000000003;-2.1153846153846154;-0.6504587155963301;na;medref_soluble
sol_15_0058_7.fasta;1.9468750000000004;-1.8076923076923077;-0.3568807339449541;na;medref_soluble
sol_15_0059_0.fasta;1.8375000000000001;-2.528205128205129;-0.8486238532110093;na;medref_soluble
sol_15_0098_5.fasta;1.51875;-1.6179487179487186;-0.3385321100917429;na;medref_soluble
sol_16_0044_7.fasta;1.9562499999999998;-2.4512820512820515;-0.42293577981651376;na;medref_soluble
sol_16_0057_4.fasta;1.2625;-1.941025641025642;-0.5990825688073398;na;medref_soluble
sol_17_0016_3.fasta;1.803125;-2.656410256410257;-0.950458715596331;na;medref_soluble
sol_17_0016_9.fasta;1.70625;-2.171794871794872;-0.8055045871559638;na;medref_soluble
sol_17_0020_0.fasta;1.6625000000000003;-1.743589743589744;-0.37247706422018345;na;medref_soluble
sol_17_0050_5.fasta;2.0656250000000003;-1.848717948717949;-0.5412844036697247;na;medref_soluble
sol_17_0052_5.fasta;2.2156249999999997;-1.307692307692308;-0.07706422018348626;na;medref_soluble
sol_17_0071_1.fasta;2.096875;-2.5974358974358984;-0.6266055045871562;na;medref_soluble
sol_17_0085_0.fasta;1.784375;-1.715384615384616;-0.40550458715596327;na;medref_soluble
sol_17_0097_4.fasta;2.2906250000000004;-2.1358974358974363;-0.4311926605504589;na;medref_soluble
sol_18_0053_1.fasta;1.8093750000000004;-2.07948717948718;-0.3697247706422017;na;medref_soluble
sol_18_0069_0.fasta;1.7624999999999995;-1.5666666666666673;-0.21559633027522918;na;medref_soluble
sol_19_0009_3.fasta;1.7375;-2.0589743589743597;-0.6256880733944957;na;medref_soluble
sol_19_0009_9.fasta;1.6906249999999998;-1.9897435897435907;-0.6165137614678903;na;medref_soluble
sol_19_0049_1.fasta;1.50625;-1.7512820512820515;-0.4321100917431193;na;medref_soluble
sol_19_0050_4.fasta;1.825;-1.5282051282051283;-0.4256880733944953;na;medref_soluble
sol_19_0075_4.fasta;1.6249999999999996;-1.9153846153846155;-0.49082568807339455;na;medref_soluble
sol_20_0011_4.fasta;1.575;-1.866666666666667;-0.5082568807339451;na;medref_soluble
sol_20_0044_1.fasta;2.2781249999999997;-2.6794871794871806;-0.6954128440366976;na;medref_soluble
sol_20_0046_1.fasta;1.8000000000000005;-2.620512820512821;-0.8220183486238534;na;medref_soluble
sol_20_0072_2.fasta;2.103125;-2.071794871794872;-0.44036697247706424;na;medref_soluble
sol_20_0072_8.fasta;2.0437500000000006;-2.212820512820513;-0.5568807339449542;na;medref_soluble
sol_2_0007_3.fasta;1.571875;-1.3564102564102565;-0.31284403669724764;na;medref_soluble
sol_2_0007_9.fasta;1.6781249999999996;-1.064102564102564;-0.21100917431192656;na;medref_soluble
sol_20_0098_5.fasta;2.309375;-1.9743589743589747;-0.4697247706422019;na;medref_soluble
sol_2_0027_0.fasta;2.35;-1.5871794871794873;-0.04311926605504569;na;medref_soluble
sol_2_0028_5.fasta;1.903125;-2.5153846153846158;-0.677981651376147;na;medref_soluble
sol_2_0056_2.fasta;1.603125;-2.594871794871796;-0.7229357798165142;na;medref_soluble
sol_2_0056_8.fasta;1.64375;-1.9128205128205138;-0.46697247706422;na;medref_soluble
sol_21_0061_3.fasta;1.7906250000000001;-2.4025641025641025;-0.6623853211009176;na;medref_soluble
sol_21_0061_9.fasta;1.7218750000000005;-2.2974358974358977;-0.6449541284403669;na;medref_soluble
sol_21_0081_2.fasta;2.03125;-1.674358974358975;-0.3532110091743119;na;medref_soluble
sol_21_0081_8.fasta;1.75;-1.4948717948717953;-0.3715596330275229;na;medref_soluble
sol_22_0030_4.fasta;1.8937500000000003;-1.5743589743589748;-0.2477064220183485;na;medref_soluble
sol_22_0084_7.fasta;2.0937499999999996;-1.0179487179487177;-0.08073394495412836;na;medref_soluble
sol_23_0008_7.fasta;2.1218749999999993;-2.6948717948717955;-0.5587155963302755;na;medref_soluble
sol_23_0069_1.fasta;2.1125;-2.710256410256411;-0.7376146788990826;na;medref_soluble
sol_23_0097_6.fasta;2.03125;-0.876923076923077;-0.1293577981651375;na;medref_soluble
sol_24_0088_2.fasta;1.1562500000000002;-1.8692307692307697;-0.6137614678899086;na;medref_soluble
sol_24_0088_8.fasta;1.3000000000000003;-1.2076923076923078;-0.3385321100917429;na;medref_soluble
sol_25_0030_1.fasta;1.0031250000000003;-2.2282051282051287;-0.8486238532110097;na;medref_soluble
sol_25_0042_4.fasta;1.7593750000000001;-1.1871794871794872;-0.3311926605504586;na;medref_soluble
sol_25_0065_4.fasta;1.471875;-1.3589743589743588;-0.26422018348623855;na;medref_soluble
sol_25_0087_5.fasta;1.81875;-1.2282051282051283;-0.2449541284403668;na;medref_soluble
sol_26_0086_4.fasta;2.203124999999999;-1.3743589743589746;0.026605504587155927;na;medref_soluble
sol_27_0007_1.fasta;2.1593750000000007;-1.7000000000000004;-0.37339449541284386;na;medref_soluble
sol_27_0019_7.fasta;1.4437500000000005;-2.505128205128206;-0.8596330275229362;na;medref_soluble
sol_27_0035_6.fasta;2.04375;-1.9589743589743596;-0.3431192660550458;na;medref_soluble
sol_27_0070_7.fasta;1.7000000000000004;-1.8282051282051288;-0.5486238532110091;na;medref_soluble
sol_27_0077_4.fasta;1.3187500000000005;-1.6794871794871802;-0.5559633027522937;na;medref_soluble
sol_28_0015_6.fasta;2.4156250000000004;-2.512820512820513;-0.48165137614678905;na;medref_soluble
sol_28_0095_6.fasta;1.8156250000000003;-1.3717948717948716;-0.1596330275229358;na;medref_soluble
sol_29_0011_0.fasta;1.5156249999999996;-1.9641025641025647;-0.5522935779816516;na;medref_soluble
sol_29_0032_4.fasta;2.2312499999999997;-2.0974358974358975;-0.3403669724770641;na;medref_soluble
sol_29_0100_6.fasta;1.2812499999999998;-1.6153846153846156;-0.5559633027522939;na;medref_soluble
sol_30_0058_7.fasta;1.63125;-1.9307692307692308;-0.37522935779816513;na;medref_soluble
sol_3_0032_5.fasta;1.9750000000000005;-2.356410256410257;-0.5504587155963303;na;medref_soluble
sol_31_0008_3.fasta;1.3437499999999998;-1.5333333333333334;-0.44128440366972504;na;medref_soluble
sol_31_0008_9.fasta;1.453125;-1.523076923076923;-0.39082568807339463;na;medref_soluble
sol_31_0050_3.fasta;1.8093750000000004;-1.3897435897435895;-0.3137614678899081;na;medref_soluble
sol_31_0050_9.fasta;1.5906250000000002;-1.825641025641026;-0.485321100917431;na;medref_soluble
sol_32_0010_7.fasta;1.9374999999999998;-1.7923076923076924;-0.48899082568807345;na;medref_soluble
sol_33_0035_5.fasta;1.915625;-1.5461538461538462;-0.16880733944954124;na;medref_soluble
sol_34_0013_7.fasta;1.9531250000000002;-1.77948717948718;-0.18990825688073387;na;medref_soluble
sol_37_0005_1.fasta;2.16875;-2.6333333333333337;-0.7642201834862387;na;medref_soluble
sol_37_0074_3.fasta;1.965625;-1.6487179487179486;-0.3293577981651374;na;medref_soluble
sol_37_0074_9.fasta;1.8031249999999999;-1.4794871794871793;-0.2871559633027521;na;medref_soluble
sol_37_0079_6.fasta;2.178125;-2.4512820512820515;-0.7073394495412846;na;medref_soluble
sol_38_0012_5.fasta;2.1093749999999996;-2.2974358974358986;-0.5889908256880736;na;medref_soluble
sol_38_0016_1.fasta;1.778125;-2.446153846153847;-0.6605504587155966;na;medref_soluble
sol_38_0049_2.fasta;1.7343749999999996;-1.5076923076923079;-0.338532110091743;na;medref_soluble
sol_38_0049_8.fasta;1.4;-2.1179487179487184;-0.7155963302752301;na;medref_soluble
sol_38_0092_5.fasta;1.78125;-1.4769230769230774;-0.330275229357798;na;medref_soluble
sol_39_0024_4.fasta;1.3093750000000004;-1.9538461538461542;-0.7348623853211012;na;medref_soluble
sol_39_0060_2.fasta;1.571875;-1.7076923076923078;-0.5256880733944955;na;medref_soluble
sol_39_0060_8.fasta;1.778125;-2.0615384615384618;-0.5917431192660552;na;medref_soluble
sol_39_0089_2.fasta;1.846875;-1.5256410256410258;-0.20825688073394485;na;medref_soluble
sol_39_0089_8.fasta;2.015625;-2.0333333333333337;-0.36972477064220166;na;medref_soluble
sol_5_0006_1.fasta;1.9906249999999996;-1.7589743589743596;-0.40550458715596316;na;medref_soluble
sol_5_0084_1.fasta;2.0437500000000006;-1.8153846153846156;-0.3550458715596329;na;medref_soluble
sol_6_0034_0.fasta;1.8906250000000002;-1.7666666666666668;-0.23486238532110076;na;medref_soluble
sol_7_0002_1.fasta;2.1875;-2.07948717948718;-0.5155963302752291;na;medref_soluble
sol_8_0086_6.fasta;1.715625;-1.9384615384615391;-0.5009174311926604;na;medref_soluble
sol_9_0024_7.fasta;1.6906250000000005;-1.5128205128205132;-0.31009174311926596;na;medref_soluble
sol_0_0004_4.fasta;1.8843750000000004;-1.6307692307692314;-0.28532110091743096;na;medref_soluble
sol_0_0007_3.fasta;2.10625;-2.153846153846154;-0.5275229357798167;na;medref_soluble
sol_0_0007_9.fasta;1.8812500000000005;-1.5512820512820515;-0.33302752293577964;na;medref_soluble
sol_0_0018_2.fasta;1.7343750000000002;-1.2435897435897434;-0.3761467889908254;na;medref_soluble
sol_0_0018_8.fasta;1.7593750000000006;-1.7923076923076928;-0.5357798165137616;na;medref_soluble
sol_0_0042_2.fasta;1.9406250000000005;-1.5205128205128204;-0.2999999999999999;na;medref_soluble
sol_0_0042_8.fasta;1.8375000000000004;-1.5358974358974362;-0.35137614678899054;na;medref_soluble
sol_0_0052_6.fasta;1.9625;-1.8282051282051286;-0.23486238532110082;na;medref_soluble
sol_10_0012_6.fasta;1.8687500000000004;-1.941025641025642;-0.44311926605504565;na;medref_soluble
sol_10_0040_0.fasta;2.01875;-2.6256410256410265;-0.6293577981651379;na;medref_soluble
sol_10_0050_4.fasta;1.665625;-2.166666666666667;-0.6889908256880737;na;medref_soluble
sol_10_0056_0.fasta;1.9718749999999998;-2.5153846153846158;-0.6917431192660554;na;medref_soluble
sol_10_0068_5.fasta;2.1218750000000006;-1.8641025641025646;-0.4293577981651375;na;medref_soluble
sol_10_0094_2.fasta;2.1812500000000004;-2.2282051282051287;-0.4862385321100918;na;medref_soluble
